50, 210, 85
0.990625, 0.86388886
0.9859375, 0.8611111
0.98125, 0.85833335
0.975, 0.8527778
0.96875, 0.8472222
0.9625, 0.84166664
0.95625, 0.8361111
0.9484375, 0.8277778
0.94375, 0.82222223
0.9375, 0.8111111
0.9328125, 0.8055556
0.9265625, 0.8
0.921875, 0.7972222
0.9140625, 0.7916667
0.90625, 0.7861111
0.896875, 0.78055555
0.890625, 0.7777778
0.8828125, 0.775
0.875, 0.76944447
0.8671875, 0.76666665
0.859375, 0.7638889
0.853125, 0.7638889
0.846875, 0.76111114
0.840625, 0.76111114
0.834375, 0.7583333
0.8265625, 0.75555557
0.81875, 0.75555557
0.8109375, 0.75555557
0.80625, 0.75555557
0.7984375, 0.75555557
0.79375, 0.75555557
0.7890625, 0.75555557
0.7796875, 0.75555557
0.771875, 0.75555557
0.765625, 0.75555557
0.75625, 0.75555557
0.7515625, 0.75555557
0.746875, 0.75555557
0.7421875, 0.75555557
0.7296875, 0.7583333
0.715625, 0.7638889
0.7125, 0.7638889
0.70625, 0.7638889
0.7015625, 0.7638889
0.69375, 0.76666665
0.6875, 0.76944447
0.68125, 0.7722222
0.678125, 0.775
0.6734375, 0.7777778
0.66875, 0.7777778
0.665625, 0.78055555
0.659375, 0.78055555
0.6546875, 0.78055555
0.6515625, 0.78333336
0.64375, 0.78333336
0.6375, 0.78333336
0.6328125, 0.78333336
0.6265625, 0.78333336
0.6140625, 0.78333336
0.6046875, 0.78333336
0.596875, 0.78333336
0.5828125, 0.78333336
0.5671875, 0.78333336
0.5546875, 0.78333336
0.546875, 0.78055555
0.5390625, 0.7777778
0.53125, 0.775
0.5234375, 0.76944447
0.51875, 0.76666665
0.5125, 0.7638889
0.5078125, 0.76111114
0.5015625, 0.7583333
0.4921875, 0.75
0.4828125, 0.7416667
0.4734375, 0.73333335
0.46875, 0.7277778
0.459375, 0.71944445
0.4546875, 0.71944445
0.440625, 0.71944445
0.434375, 0.71944445
0.421875, 0.71666664
0.4140625, 0.7138889
0.40625, 0.7083333
0.396875, 0.70555556
0.390625, 0.69722223
0.3859375, 0.6944444
0.3796875, 0.6888889
0.375, 0.68333334
0.371875, 0.6805556
0.3671875, 0.67777777
0.3625, 0.6722222
0.3578125, 0.6722222
0.35, 0.6666667
0.3421875, 0.6666667
0.334375, 0.6666667
0.3234375, 0.6666667
0.3125, 0.6666667
0.303125, 0.6666667
0.290625, 0.6666667
0.2796875, 0.6666667
0.2640625, 0.6666667
0.2546875, 0.6666667
0.2515625, 0.6666667
0.246875, 0.6666667
0.240625, 0.6666667
0.234375, 0.6666667
0.2265625, 0.6666667
0.2203125, 0.6666667
0.21875, 0.6666667
0.2171875, 0.6666667
0.2109375, 0.6666667
0.20625, 0.6666667
0.2, 0.6611111
0.1890625, 0.6527778
0.1796875, 0.64166665
0.1703125, 0.6333333
0.1625, 0.62777776
0.1546875, 0.62222224
0.1484375, 0.61944443
0.1390625, 0.61388886
0.125, 0.6111111
0.1140625, 0.6111111
0.0921875, 0.60833335
0.075, 0.60833335
0.0640625, 0.60555553
0.05, 0.60555553
0.0359375, 0.60555553
0.025, 0.6027778
0.0109375, 0.6027778
0.0, 0.6027778
-0.0015625, 0.6027778
-0.0046875, 0.6027778
-0.00625, 0.6027778
