225, 228, 88
0.053125, 0.21388888
0.05625, 0.21388888
0.0578125, 0.21388888
0.059375, 0.21388888
0.059375, 0.21666667
0.0609375, 0.21666667
0.0609375, 0.21944444
0.0625, 0.21944444
0.0625, 0.22222222
0.0640625, 0.22222222
0.0640625, 0.225
0.0640625, 0.22777778
0.0640625, 0.23055555
0.0640625, 0.23333333
0.0625, 0.2361111
0.0609375, 0.2361111
0.0578125, 0.2361111
0.05625, 0.2361111
0.0546875, 0.2361111
0.053125, 0.2361111
0.0515625, 0.2361111
0.05, 0.2361111
0.0484375, 0.23333333
0.0484375, 0.23055555
0.0484375, 0.22777778
0.0484375, 0.225
0.0484375, 0.22222222
0.0484375, 0.21944444
0.0484375, 0.21666667
0.0484375, 0.21388888
0.05, 0.20833333
0.0515625, 0.20555556
0.053125, 0.20555556
0.0546875, 0.20555556
0.05625, 0.20555556
0.05625, 0.20833333
